자치구,대여소명,기준년월,대여건수,반납건수
강남구,2362. 신사동 가로수길 입구,202301,368,347
강남구,2363. 강남 을지병원 교차로,202301,151,145
강남구,2364. 도산공원교차로,202301,257,265
강남구,2365. K+ 타워 앞,202301,341,357
강남구,2368. 도곡동 경남아파트 건너편,202301,159,118
강남구,2369. KT선릉타워,202301,439,435
강남구,2370. 한티역 3번출구,202301,201,208
강남구,2371. 한국우편사업진흥원,202301,60,37
강남구,2372. 대치역 사거리,202301,245,300
강남구,2373. 개포동역 사거리,202301,259,219
강남구,2375. 수서역 1번출구 앞,202301,501,626
강남구,2377. 수서역 5번출구,202301,1242,1275
강남구,2380. 삼성동베이직하우스앞,202301,232,175
강남구,2381. 언주역 6번출구앞,202301,170,170
강남구,2382. 역삼동 sk뷰 501동앞,202301,237,230
강남구,2383. 보금자리정원,202301,110,111
강남구,2384. 자곡사거리,202301,561,589
강남구,2385. 학동역,202301,307,282
강남구,2386. 크린랩 본사,202301,71,48
강남구,2387. 래미안강남힐즈 사거리,202301,229,296
강남구,2388. 강남구 도시관리공단,202301,213,105
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),202301,250,226
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),202301,151,146
강남구,2391. 구룡터널 입구(개포1단지아파트),202301,3,2
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),202301,113,59
강남구,2393. 구룡사 앞 교차로 (보도육교),202301,51,27
강남구,2394. 개포래미안포레스트아파트 107동 앞,202301,288,251
강남구,2395. 개포1단지아파트 입구 (보도육교),202301,57,39
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),202301,187,142
강남구,2398. 더라움,202301,94,94
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),202301,115,96
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),202301,175,173
강남구,2404. 대모산입구역 4번 출구 앞,202301,537,617
강남구,2405. 청담공원앞 교차로,202301,428,197
강남구,2406. 논현동 광명빌딩 앞,202301,144,142
강남구,2408. 강남한양수자인아파트,202301,434,413
강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),202301,404,412
강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),202301,578,483
강남구,2411. 세곡동 성당,202301,387,392
강남구,2412. 일원1동 주민센터,202301,427,414
강남구,2413.도곡역 1번 출구,202301,339,386
강남구,2414. 도곡역 아카데미스위트 앞,202301,667,661
강남구,2415.한티역 롯데백화점 앞,202301,581,576
강남구,2416.한티역 6번 출구,202301,303,299
강남구,2417.선정릉 디캠프(D.CAMP)앞,202301,111,111
강남구,2418.봉은사역 7번 출구 ,202301,375,382
강남구,"2419.봉은사역 1,2번 출구 ",202301,275,290
강남구,2420.학여울역 사거리(LG베스트샵 앞),202301,313,311
강남구,2421. 신논현역 4번출구,202301,394,310
강남구,2422.수서동 성당 맞은편,202301,184,222
강남구,2423.영희초교 사거리(래미안개포루체하임),202301,354,377
강남구,2425.세곡동 사거리(대왕초등학교 정류장),202301,67,57
강남구,2426.강남한신휴플러스 6단지,202301,271,273
강남구,2427.개포고등학교 정문앞,202301,192,194
강남구,2428.롯데리아 개포점앞,202301,209,211
강남구,2429.압구정로데오역 6번출구,202301,323,333
강남구,2430.강남파이낸스센터앞(역삼역2번출구),202301,351,235
강남구,2431.대치역 7번출구,202301,659,715
강남구,3602. 한국지역난방공사강남지사,202301,262,266
강남구,3604. 삼성중앙역 5번출구,202301,404,288
강남구,3606. 신사동주민센터 옆,202301,295,366
강남구,3609. 언주초등학교 입구,202301,278,284
강남구,3610. 윗반마을 입구,202301,35,41
강남구,3611. 방죽마을 입구,202301,115,148
강남구,3612. 은곡마을,202301,168,209
강남구,3614. 은마아파트 입구 사거리,202301,609,590
강남구,3615. 서울 논현동우체국 앞,202301,115,115
강남구,3616. 역삼중학교 앞(체육관 방향),202301,157,126
강남구,3618. 서울율현초교 삼거리,202301,392,420
강남구,3620. 청담역 11번 출구,202301,76,14
강남구,3621. 휘문고교 사거리,202301,157,119
강남구,3622. 은마아파트입구 사거리(1),202301,143,114
강남구,3623. 일원에코파크 앞(개포로 방면),202301,198,219
강남구,3624. 대모산입구역 7번 출구 앞,202301,90,62
강남구,3627. 압구정나들목,202301,339,401
강남구,3628. 역삼1동 주민센터,202301,564,628
강남구,3629. 청담사거리(신한오피스텔빌딩 앞),202301,132,256
강남구,3630. 개포우성6차아파트 정문 앞,202301,233,162
강남구,3634. 국악고교 앞 교차로,202301,208,218
강남구,3636. 삼성중앙역·플래티넘아파트 정류소,202301,280,274
강남구,3637. 세곡데이케어센터,202301,100,86
강남구,3638. 신청담나들목,202301,97,97
강남구,3640. 일원1동주민센터앞 사거리,202301,211,207
강남구,3641. 대청역,202301,317,314
강남구,3642. LH강남힐스테이트아파트,202301,328,100
강남구,3643. 더시그넘하우스 앞,202301,210,200
강남구,3644. 상록수아파트,202301,244,115
강남구,3646. 선정릉역 4번 출구,202301,135,128
강남구,3647. 구룡역 1번 출구,202301,153,135
강남구,3648. 구룡역 4번 출구,202301,45,51
강남구,3649. 구룡역 5번 출구,202301,126,138
강남구,3651. 개포동역 4번출구,202301,334,351
강남구,4901.KT&G타워 옆(상상마당 대치아트홀),202301,296,177
강남구,4902. 구역삼세무서 교차로,202301,434,443
강남구,4903. 신사스퀘어,202301,107,122
강남구,4905. 강남경찰서,202301,538,487
강남구,4906. 섬유센터 앞,202301,616,647
강남구,4907. 극동스포츠 앞,202301,184,141
강남구,4908. SB타워 앞,202301,129,127
강남구,4909. 노보텔 앰배서더 앞,202301,98,58
강남구,4911. 도곡동 골프 로데오거리,202301,218,248
강남구,4913. 레베쌍트 빌딩 앞,202301,115,175
강남구,4914. 도심공항타워 앞,202301,263,323
강남구,4915. 영동중앙교회 버스정류장,202301,120,119
강남구,4916. 청담역 1번출구,202301,66,65
강남구,4917. 일원에코파크 주차장,202301,171,169
강남구,4918. 매봉역 1번출구,202301,263,263
강남구,4919. 학여울역사거리(은마아파트),202301,110,108
강남구,4923.수협대치동지점,202301,74,62
강남구,4924.논현동가구거리,202301,10,9
강동구,1001. 광진교 남단 사거리(천호공원 방면),202301,673,668
강동구,1002. 해공공원(천호동),202301,899,904
강동구,1003. 해공도서관앞,202301,498,493
강동구,1004. 삼성광나루아파트 버스정류장,202301,556,736
강동구,1006. 롯데캐슬 115동앞,202301,103,100
강동구,1007.암사동 선사유적지,202301,55,68
강동구,1008. 암사역 3번출구(국민은행앞),202301,1451,1674
강동구,1009. 천호역4번출구(현대백화점),202301,2207,2201
강동구,1010. 강동세무서,202301,1377,1370
강동구,1011. LIGA 아파트 앞,202301,1543,1541
강동구,1012. 서울 상운차량,202301,692,656
강동구,1013. 강동구청역 1번 출입구,202301,1171,1172
강동구,1015. 샛마을 근린공원,202301,328,315
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202301,337,329
강동구,1017. 둔촌고교입구 교차로(길동주민센터 방면),202301,825,822
강동구,1018. 둔촌 주공 GS 맞은편,202301,299,282
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202301,1945,2012
강동구,1020. 강동경찰서,202301,2160,2363
강동구,1021. 강일동 리슈빌 빌딩앞,202301,718,850
강동구,1022. 길동 사거리(초소앞),202301,823,799
강동구,1023. 한국종합기술사옥 앞,202301,943,945
강동구,1024.  강동구청 앞,202301,1640,1686
강동구,1025. 상일초등학교,202301,336,330
강동구,1026. 대명초교 입구 교차로,202301,233,224
강동구,1027. 프라자 아파트 앞,202301,524,512
강동구,1028. 포레스 주상복합 빌딩,202301,818,812
강동구,1029. 성내어울터,202301,1210,1240
강동구,1030. 미호 플랜트 앞,202301,617,611
강동구,1031. 올림픽로 836(아리수로),202301,191,251
강동구,1032. 선사고등학교,202301,266,227
강동구,1033. 고덕동 아남아파트,202301,385,317
강동구,1034. 고덕동 래미안 힐스테이트,202301,112,85
강동구,1035. 고덕역 4번출구,202301,744,511
강동구,1036. 고덕동 주양쇼핑,202301,490,492
강동구,1037. 강일리버파크 6단지,202301,127,131
강동구,1038. 강일 다솜 어린이 공원,202301,111,148
강동구,1039. 고덕초등학교,202301,88,93
강동구,1041. 묘곡초등학교,202301,218,219
강동구,1042. 강일리버파크 2~5단지,202301,277,281
강동구,1044. 굽은다리역,202301,1746,1804
강동구,1047. 강동 한신휴플러스,202301,1031,1064
강동구,1048. 둔촌어린이공원,202301,1013,1014
강동구,1049. 강일리버파크 10단지,202301,297,296
강동구,1050.  둔촌역 3번 출입구,202301,2295,2334
강동구,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",202301,505,508
강동구,1052. 리싸이클시티,202301,41,41
강동구,1053. 동명근린공원 진입로 (아리수로),202301,190,175
강동구,1054. 말우물 어린이 공원,202301,136,153
강동구,1056. 강일리버파크 7~11단지,202301,202,260
강동구,1057. 능골근린공원,202301,317,294
강동구,1058. 고덕숲 아이파크 1,202301,108,87
강동구,1059. 래미안 강동팰리스(102동),202301,686,493
강동구,1060. 천일초교 사거리,202301,410,410
강동구,1061. 천호초교 입구 사거리(일주빌딩),202301,464,456
강동구,1062. 고덕숲 아이파크 2,202301,91,78
강동구,1063.강동롯데캐슬퍼스트 아파트(관리동),202301,351,337
강동구,1064.중앙보훈병원역 1번출구,202301,129,122
강동구,1065.보훈병원 후문옆(더 원커피),202301,209,171
강동구,1066.생태공원앞 교차로(조명탑),202301,64,40
강동구,1067.한영중고앞사거리,202301,176,163
강동구,1068.명일파출소,202301,350,317
강동구,1069.강동경희대학교병원 입구,202301,126,126
강동구,1070.(시립)고덕평생학습관,202301,288,289
강동구,1071.명일근린공원공동체텃밭,202301,114,114
강동구,1072.고덕역 5번출구,202301,413,391
강동구,1073. SSTS 몰 앞,202301,427,450
강동구,1074.대명초교입구 사거리,202301,656,655
강동구,1075.천동초교 삼거리,202301,779,781
강동구,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),202301,863,894
강동구,1077.강동역 1번출구 앞,202301,848,804
강동구,1078.둔촌사거리,202301,1232,1348
강동구,1079.강일동입구교차로,202301,146,113
강동구,1080.엘웨딩,202301,512,511
강동구,1081.트레빌빌딩,202301,581,509
강동구,1082.중앙보훈병원역3번출구,202301,65,53
강동구,1083.광문고교사거리(아이파크),202301,232,222
강동구,1084. 윤선생빌딩(JYP사옥),202301,1550,1883
강동구,1085.래미안 솔베뉴(고덕로),202301,489,328
강동구,1086.래미안 솔베뉴(구천면로),202301,279,264
강동구,1088.풍납사거리(강동),202301,709,715
강동구,1089.고덕 래미안힐스테이트(201동),202301,56,55
강동구,1090.상일동역 2번출구 앞,202301,872,871
강동구,3539. 서원마을,202301,95,76
강동구,3652. 한영외국어고등학교,202301,45,45
강동구,3653. 강동리버스트4단지아파트 404동 앞,202301,181,199
강동구,3654. 강동리버스트4단지아파트 405동 앞,202301,175,202
강동구,3655. 둔촌신성미소지움아파트,202301,294,211
강동구,3656. 둔촌푸르지오아파트,202301,635,634
강동구,3657. 서울천호동우체국,202301,924,930
강동구,3658. 프라이어팰리스아파트,202301,320,327
강동구,3659. 명일초등학교 옆,202301,84,86
강동구,3661. 명일동신동아아파트 앞,202301,157,156
강동구,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),202301,114,95
강동구,3664. 맥도날드 서울둔촌DT점 앞,202301,1116,1122
강동구,3665. 고덕센트럴 아이파크상가 앞,202301,246,242
강동구,3668. 성내삼성아파트,202301,1764,1807
강동구,3671. 둔촌동역교차로,202301,1063,1053
강동구,3672. 고덕중학교 후문,202301,127,130
강동구,3673. 강동리버스트6단지,202301,243,249
강동구,3674. 강동리버스트7단지,202301,204,243
강동구,3675. 강동리버스트8단지,202301,252,289
강동구,3676. 강동리엔파크9단지,202301,267,258
강동구,3677. 강동구음식물재활용센터,202301,4,5
강동구,3680. 강동역3번출구,202301,1659,1657
강동구,3681. 길동 마루빌딩,202301,1837,1884
강동구,3682. 길동 동호빌딩,202301,253,261
강동구,3683. KT&G강동지사,202301,569,614
강동구,3684. 고덕자이(105동 앞),202301,467,484
강동구,3685. 강동리엔파크14단지(1401동 앞),202301,462,481
강동구,3686. 고덕 래미안 힐스테이트(101동),202301,184,180
강동구,3688. 상일동산(동아아파트앞 교차로),202301,118,115
강동구,3689. 강일역 3번출구,202301,411,357
강동구,3690. 강일역 4번출구,202301,155,113
강동구,3691. 둔촌역 2번출구,202301,368,370
강동구,3692. 둔촌오륜역 1번 출구,202301,137,71
강동구,3694. 강동리엔파크 13단지(1303동 앞),202301,429,441
강동구,3698. 명일역 3번출구 옆,202301,681,676
강동구,3699. 상일파출소 옆,202301,563,556
강동구,3700. 강변그대가리버뷰 입구 맞은편,202301,372,382
강동구,3701. 방아삼거리,202301,58,53
강동구,4951. 강동농협 버스정류소 앞(광채빌라),202301,319,321
강동구,4952.천호시장 버스정류소 옆,202301,31,28
강북구,"1501. 미아역 3번,4번 출구 사이",202301,628,688
강북구,1503. 강북구청사거리(수유역 8번출구),202301,1212,1327
강북구,1504. 삼양시장오거리,202301,152,130
강북구,1506. 강북문화예술회관,202301,632,584
강북구,1509. 서울북부수도사업소,202301,378,388
강북구,1510. 번동주공5단지 관리사무소 앞,202301,120,133
강북구,1511. 번동 금호어울림아파트102동앞,202301,194,201
강북구,1512. 강북중학교 앞,202301,734,747
강북구,1513. 강북구청 뒷편,202301,156,161
강북구,1514. 강북구청 사거리 버스정류소 앞,202301,498,479
강북구,1515. 송천동 주민센터,202301,306,256
강북구,1516. 우이초등학교 후문 옆,202301,341,303
강북구,1518. 수유2동은행빌딩 앞,202301,410,397
강북구,1519. 장미원시장 건너편,202301,353,318
강북구,1520. 수유중앙시장,202301,466,594
강북구,1525. 미아동 복합청사,202301,231,233
강북구,1526. 강북종합시장 앞,202301,402,380
강북구,1527. 미아역 1번 출구 뒤,202301,347,364
강북구,1528. 삼각산동 주민센터,202301,314,95
강북구,1529. 미아동 한국전력공사,202301,739,758
강북구,1530. 광산사거리,202301,736,759
강북구,1531. 미아사거리 1번 출구,202301,1097,1363
강북구,1532. 번3동 주민센터 교차로,202301,401,455
강북구,"1533. 번동 주공3, 4단지 교차로",202301,480,572
강북구,1535. 효성인텔리안 앞,202301,685,838
강북구,1536. 번동 두산위브 101동 옆,202301,342,323
강북구,1537. 북한산 우이역,202301,138,125
강북구,1538. 솔밭공원역,202301,169,163
강북구,1539. 4.19민주묘지역,202301,257,310
강북구,1540. 가오리역,202301,636,616
강북구,1541. 삼양역,202301,149,70
강북구,1542. 삼양사거리역,202301,229,191
강북구,1543. 수유1동 주민센터,202301,306,241
강북구,1546. 송천동우체국,202301,168,265
강북구,1547. 꿈의숲 롯데캐슬,202301,197,108
강북구,1548. 북서울 꿈의숲 서문,202301,238,84
강북구,1550.삼각산아이원아파트(105동 옆),202301,70,4
강북구,1551.4.19탑 앞,202301,232,202
강북구,1552. 강북구청사거리,202301,784,799
강북구,1553.서울북부고용노동지청,202301,310,299
강북구,1554.번동사거리,202301,312,292
강북구,1557.신창교,202301,356,404
강북구,1558.강북문화정보도서관,202301,156,136
강북구,1560. 도봉세무서 앞,202301,370,366
강북구,1564.4.19민주묘지역 1번출구,202301,275,297
강북구,1565.수유사거리,202301,536,565
강북구,1568.4.19민주묘지 입구사거리,202301,373,361
강북구,1569.수유역2번출구,202301,1509,1500
강북구,1571.북서울 꿈의 숲 입구,202301,159,125
강북구,1572. 우이동 먹거리마을,202301,65,36
강북구,1573.현대성우아파트 옆,202301,243,186
강북구,1574.송중초등학교 옆,202301,272,289
강북구,1715. 서울특별시교육청도봉도서관,202301,453,412
강북구,1757.솔밭공원역 1번출구 앞,202301,226,153
강북구,1758.솔밭공원역 1번출구 주변,202301,290,262
강북구,3703. 삼양입구사거리,202301,133,145
강북구,3707. 드래곤타워 앞,202301,463,415
강북구,3711. 월계2교 교차로,202301,261,280
강북구,3714. 송천센트레빌,202301,146,77
강북구,3718. 번동3단지 버스정류장,202301,471,561
강북구,3720. 우이천 창번교,202301,213,280
강북구,3724. 삼양동주민센터 앞,202301,111,47
강북구,3725. 강북 청소년 문화정보도서관 앞,202301,101,93
강서구,1101. 개화동상사마을종점 버스정류장,202301,177,179
강서구,1102. 방화사거리 마을버스 버스정류장,202301,1179,1194
강서구,1103. 방화역 4번출구앞,202301,1235,1266
강서구,1105. 방화근린공원,202301,116,92
강서구,1106. 신방화사거리,202301,1730,1758
강서구,1108. 공항시장역 2번출구 뒤,202301,673,661
강서구,1109. 공항시장역 4번출구,202301,502,529
강서구,1110. 공항중학교앞,202301,657,660
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202301,1017,983
강서구,1112. 마곡엠밸리4단지 정문,202301,2287,2294
강서구,1113. 서남환경공원 버스정류장,202301,1124,1039
강서구,1117. 등촌5단지아파트 버스정류장,202301,2021,2059
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202301,1391,1455
강서구,1119. 염창동 한마음아파트 앞,202301,842,800
강서구,1120. 대림경동아파트앞,202301,1059,1000
강서구,1121. 가양레포츠센터 앞,202301,631,653
강서구,1122. 황금내근린공원,202301,643,690
강서구,1124. 발산역 6번 출구 뒤,202301,2950,3015
강서구,1125. 명덕고교입구(영종빌딩),202301,2171,2450
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202301,1234,633
강서구,1127. 화곡역 버스정류장,202301,1077,1081
강서구,1128. 화곡역 6번출구,202301,962,968
강서구,1129. 화곡역 1번 출구 앞,202301,1104,1116
강서구,1130. 화곡본동시장 버스정류장,202301,334,264
강서구,1132. 등촌역 7번출구,202301,1037,1090
강서구,1135. 강서구의회,202301,1161,911
강서구,1136. 등촌2파출소,202301,603,258
강서구,1137. 등촌2동주민센터,202301,220,144
강서구,1139. 용문사 버스정류장,202301,639,657
강서구,1140. 목동사거리 버스정류장,202301,1129,1159
강서구,1141. 곰달래 문화복지센터 A,202301,730,860
강서구,1145. 곰달래 문화복지센터 B,202301,322,377
강서구,1148. 볏골공원,202301,688,640
강서구,1149. 신방화역환승주차장,202301,2086,2074
강서구,1150. 송정역 1번출구,202301,1256,1314
강서구,1151. 마곡역1번출구,202301,1726,1614
강서구,1152. 마곡역교차로,202301,2556,2515
강서구,"1153. 발산역 1번, 9번 인근 대여소",202301,4263,4515
강서구,1155. 기쁜우리복지관,202301,831,859
강서구,1157. 강서구청,202301,1297,1413
강서구,1158. 가양역 8번출구,202301,2273,2309
강서구,1159. 서서울모터리움 앞,202301,373,361
강서구,1160. 양천향교역 7번출구앞,202301,2438,2491
강서구,1161. 강서면허시험장 앞,202301,253,183
강서구,1162. 공항초등학교건너편,202301,1539,1568
강서구,1163. 방화동강서기동대앞,202301,1604,1684
강서구,1165. 마곡중학교 후문,202301,670,554
강서구,1166. 강서구립등빛도서관,202301,2451,2464
강서구,1167. 마곡수명산파크3단지 교차로,202301,2021,1980
강서구,1168. 마곡엠밸리10단지 앞,202301,1603,1532
강서구,1169. 염창역 1번 출구,202301,1142,1197
강서구,1170. 강서구보건소,202301,596,296
강서구,1171. 염창동 새마을금고 건너편,202301,499,532
강서구,1172. 가양3동 주민센터,202301,845,1004
강서구,1173. 강서구청사거리(SH타워),202301,1674,1486
강서구,1174. 강서구청사거리(부민병원),202301,730,735
강서구,1175. 대한항공 인력개발센터,202301,882,626
강서구,1177. 수명중?고교,202301,831,790
강서구,1178. 개화산역 2번 출구,202301,381,378
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202301,1558,1580
강서구,1181. 농수산식품공사 (강서지사),202301,159,231
강서구,1182. KBS 스포츠월드,202301,1616,1609
강서구,1183. KC 대학교,202301,241,182
강서구,1184. 마곡13단지,202301,1965,1988
강서구,1185. 등촌9단지,202301,605,620
강서구,1186. 송정중학교,202301,605,673
강서구,1187. 강서수산물도매시장,202301,607,646
강서구,1188. 롯데중앙연구소,202301,268,276
강서구,1190. 마곡역 교차로(2번출구),202301,1114,1097
강서구,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",202301,1640,1564
강서구,1192. 마곡수명산파크 209동 건너편,202301,1259,1123
강서구,1193. 마곡센트럴타워 1차,202301,1712,1815
강서구,1194. 센서텍㈜,202301,1062,1225
강서구,1195. 코오롱One&Only타워,202301,1702,1875
강서구,1196. 서울식물원(문화센터) 건너편,202301,147,92
강서구,1197. 엠펠리체 호텔 건너편,202301,1280,1276
강서구,1198. LG 사이언스파크,202301,613,447
강서구,1199. 우장산역 3번출구,202301,961,643
강서구,1200. 개화광역환승센터,202301,87,104
강서구,2701. 마곡나루역 5번출구 뒤편,202301,5514,5471
강서구,2702. 마곡 엠밸리2단지,202301,800,804
강서구,2703.서울도시가스 앞 ,202301,474,361
강서구,2704.홈플러스(강서점),202301,1439,1459
강서구,2706.강서공업고등학교 앞,202301,457,463
강서구,2707.한강아파트,202301,772,741
강서구,2708.강서한강자이타워 앞,202301,1824,1881
강서구,2709.강변아파트 310동 앞,202301,425,434
강서구,2710.라이품 공영주차장 앞,202301,566,457
강서구,2711.가로공원공영주차장 1번 출구,202301,772,887
강서구,2712.화곡터널입구교차로,202301,576,167
강서구,2713.우장초등학교 앞,202301,1054,1092
강서구,2715.마곡나루역 2번 출구 ,202301,7180,7175
강서구,2716.롯데 R&D 센터,202301,340,363
강서구,2717.LG유플러스 마곡사옥,202301,2161,2499
강서구,2718.마곡수명산파크1단지,202301,948,939
강서구,2719.마곡문화공원,202301,1850,2588
강서구,2720.힐스테이트에코,202301,1801,1801
강서구,2721.등촌1-10단지 교차로,202301,2385,2379
강서구,2723.마곡 필네이처,202301,1623,1675
강서구,2724.(재)FITI시험연구원,202301,1017,813
강서구,2725.서울식물원 식물문화센터,202301,475,362
강서구,2727.서울식물원 잔디마당 앞,202301,1490,1758
강서구,2728.마곡나루역 3번 출구,202301,4322,4253
강서구,2729.넥센 유니버시티 앞,202301,904,908
강서구,2730.마곡메가박스 앞,202301,1486,1480
강서구,2731.명덕고교,202301,500,515
강서구,2732.마곡수명산 1-2단지 ,202301,1166,1005
강서구,2735.마곡 공공청사,202301,1098,956
강서구,2737.까치산역 3번 출구,202301,858,964
강서구,2739.수명산파크1단지교차로,202301,1935,1952
강서구,2740.마곡레포츠센터,202301,1056,1013
강서구,2741.마곡수명산파크5-6단지,202301,1035,891
강서구,2742.강서구민올림픽체육센터,202301,1256,1293
강서구,2743.동신아파트 104동 앞,202301,445,419
강서구,2744.강서세무서 앞,202301,1719,1715
강서구,2745.수명초등학교,202301,732,657
강서구,2746.수명산파크 4단지 411동 앞,202301,873,836
강서구,3753. 공항중학교 버스정류장,202301,337,270
강서구,3754. 신방화역 8번출구,202301,712,700
강서구,3756. 마곡힐스테이트 정문,202301,833,796
강서구,3757. 신방화역 6번출구,202301,923,907
강서구,3758. 서울남부출입국관리소,202301,1267,1075
강서구,3759. 이대서울병원,202301,1012,1038
강서구,3760. 발산역 8번 출구,202301,1196,1164
강서구,3761. 나이아가라관광호텔,202301,295,298
강서구,3762. 마곡9단지 907동앞,202301,966,917
강서구,3763. 등촌태영아파트,202301,645,706
강서구,3764. 관문주유소(GS칼택스) 앞,202301,887,888
강서구,3765. 문소빌딩,202301,400,337
강서구,3766. 강서문화센터,202301,196,152
강서구,3767. 대원빌딩,202301,964,913
강서구,3769. 증미역 2번출구,202301,1004,1195
강서구,3770. 남부순환로 205,202301,320,255
강서구,3772. 길성그랑프리텔아파트,202301,1241,1259
강서구,3774. 마곡9단지 910동 상가앞,202301,792,837
강서구,3775. 가양오토갤러리,202301,609,627
강서구,3776. 김포공항사거리,202301,252,254
강서구,3778. 김포공항입구 교차로,202301,676,626
강서구,3780. 등촌서광아파트,202301,1563,1611
강서구,3781. 강서아동복지센터,202301,79,86
강서구,3782. 겸재정선미술관,202301,645,600
강서구,3783. 마곡금호어울림아파트,202301,656,638
강서구,3784. 벽산아파트,202301,1001,950
강서구,3785. 마곡14단지 1408동앞,202301,1005,923
강서구,3786. 강서힐스테이트 상가 앞,202301,462,358
강서구,3787. 가양나들목,202301,187,147
강서구,3789. 염창나들목,202301,1,0
강서구,3792. 화곡본동시장 입구,202301,371,355
강서구,3793. 더리브골드타워,202301,576,559
강서구,3794. 안양천합수부(현대3차아파트),202301,606,649
강서구,3796. 송정역 3번출구 앞,202301,751,707
강서구,3797. 마곡수명산파크7단지 710동 앞,202301,280,280
강서구,3798. 그랜드아이파크아파트 앞,202301,2654,2740
강서구,3799. 국립항공박물관,202301,292,352
강서구,3801. 이랜드글로벌R&D센터,202301,404,414
